Doc,Word,Baseline,System
p07/d1209,cover,0,0
p07/d1209,Carpathians,0,0
p07/d1383,founded,0,0
p07/d1383,Taoism,1,0
p07/d1384,made,0,0
p07/d1391,is,0,0
p07/d1391,title,0,0
p07/d1391,album,1,1
p07/d1391,Offspring,0,0
p07/d1392,long,0,0
p07/d1400,true,0,0
p07/d1401,burglar,1,1
p07/d1401,burst,0,0
p07/d1401,house,1,1
p07/d1431,sorry,0,0
p07/d1444,Tom,0,0
p07/d1444,talented,1,1
p07/d1446,helicopter,1,1
p07/d1446,circled,0,0
p07/d1477,drink,0,0
p07/d1477,milk,1,0
p07/d1522,Tom,0,0
p07/d1522,questioned,0,0
p07/d1522,Mary,0,0
p07/d1532,people,0,0
p07/d1532,are,0,0
p07/d1532,room,1,0
p07/d1538,Tom,0,0
p07/d1538,bought,1,0
p07/d1538,counterfeit,0,1
p07/d1538,watch,1,0
p07/d1555,Tom,0,0
p07/d1555,never,0,0
p07/d1555,lazy,0,0
p07/d1589,turkey,1,0
p07/d1589,gobbles,0,1
p07/d1596,Marian,0,0
p07/d1596,Harry,0,0
p07/d1596,have,0,0
p07/d1596,long,0,0
p07/d1596,hair,1,1
p07/d1619,Tom,0,0
p07/d1619,sewing,0,0
p07/d1619,jacket,1,0
p07/d1628,crawled,1,0
p07/d1628,window,1,0
p07/d1644,He,0,0
p07/d1644,drove,0,0
p07/d1644,home,1,0
p07/d1655,China,0,0
p07/d1655,miles,1,0
p07/d1655,long,0,0
p07/d1705,Tom,0,0
p07/d1705,have,0,0
p07/d1705,privacy,1,0
p07/d1711,computer,1,1
p07/d1711,cost,0,0
p07/d1711,dollars,1,0
p07/d1713,is,0,0
p07/d1713,plus,0,0
p07/d1762,thinking,0,0
p07/d1768,wants,0,0
p07/d1768,kitten,1,1
p07/d1779,go,0,0
p07/d1779,Greece,0,0
p07/d1795,acknowledge,0,0
p07/d1795,mistake,1,0
p07/d1815,is,0,0
p07/d1815,book,0,0
p07/d1815,desk,1,1
p07/d1856,live,0,0
p07/d1856,planet,0,0
p07/d1856,Earth,0,0
p07/d1890,Tom,0,0
p07/d1890,wiped,1,1
p07/d1890,blood,1,1
p07/d1890,sword,1,1
p07/d1900,He,0,0
p07/d1900,eats,0,1
p07/d1900,meat,1,0
p07/d1900,fish,0,0
p07/d1915,was,0,0
p07/d1915,Dutch,0,0
p07/d1915,painter,1,1
p07/d1921,He,0,0
p07/d1921,ate,0,0
p07/d1921,burger,0,0
p07/d1927,instruments,0,0
p07/d1927,Tom,0,0
p07/d1927,play,0,0
p07/d1954,rained,1,1
p07/d1954,heavily,1,0
p07/d1957,blaming,1,0
p07/d1959,Tom,0,0
p07/d1959,hid,0,0
p07/d1959,bed,1,0
p07/d1959,mother,1,0
p07/d1959,found,0,0
p07/d1960,Ken,0,0
p07/d1960,hugged,0,0
p07/d1960,Tom,0,0
p07/d1974,setbacks,0,0
p07/d1974,he,0,0
p07/d1974,remains,0,0
p07/d1974,optimist,1,1
p07/d1990,dog,1,0
p07/d1990,bark,0,0
p07/d2012,Is,0,0
p07/d2012,book,0,0
p07/d2012,Tom,0,0
p07/d2015,years,0,0
p07/d2015,old,0,0
p07/d2018,boiling,0,0
p07/d2018,water,0,0
p07/d2024,Irishman,0,0
p07/d2024,replies,0,0
p07/d2045,chopped,1,0
p07/d2045,onions,0,0
p07/d2052,medicine,0,0
p07/d2052,soothe,0,0
p07/d2052,headache,0,0
p07/d2110,substitute,0,0
p07/d2110,honey,1,0
p07/d2110,jam,1,0
p07/d2112,boring,0,0
p07/d2140,raining,1,0
p07/d2140,took,0,0
p07/d2140,taxi,0,0
p07/d2158,started,0,0
p07/d2158,laughing,1,1
p07/d2158,hysterically,1,0
p07/d2184,is,0,0
p07/d2184,coal,1,0
p07/d2184,stream,1,0
p07/d2187,Tom,0,0
p07/d2187,cooking,0,0
p07/d2196,Tom,0,0
p07/d2196,sure,0,0
p07/d2196,he,0,0
p07/d2196,locked,1,0
p07/d2196,door,1,0
p07/d2229,eat,1,0
p07/d2229,die,0,1
p07/d2232,tourists,1,1
p07/d2232,visit,0,0
p07/d2232,museum,1,0
p07/d2341,used,0,0
p07/d2341,dark,1,0
p07/d2350,Somebody,1,1
p07/d2350,wants,0,0
p07/d2350,haircut,1,0
p07/d2363,is,0,0
p07/d2369,He,0,0
p07/d2369,hammered,0,0
p07/d2389,Tom,0,0
p07/d2389,noticed,0,0
p07/d2389,door,1,1
p07/d2389,unlocked,0,0
p07/d2400,cracking,0,0
p07/d2452,playing,0,0
p07/d2452,bassoon,1,0
p07/d2469,Tom,0,0
p07/d2469,burped,1,0
p07/d2469,loudly,1,1
p07/d2483,love,0,1
p07/d2484,are,0,0
p07/d2484,Picasso,0,0
p07/d2487,practice,0,0
p07/d2498,succeed,1,1
p07/d2499,Tom,0,0
p07/d2499,carved,1,0
p07/d2499,pipe,1,0
p07/d2499,Mary,0,0
p07/d2499,smoke,0,0
p07/d2524,really,0,0
p07/d2524,lazy,0,0
p07/d2526,biceps,1,0
p07/d2526,huge,0,0
p07/d2527,saw,0,0
p07/d2527,UFO,0,0
p07/d2529,hat,1,0
p07/d2529,expensive,1,1
p07/d2529,one,0,0
p07/d2535,suitcase,0,0
p07/d2535,broken,0,0
p07/d2560,girls,1,0
p07/d2560,giggled,1,1
p07/d2562,wants,0,0
p07/d2562,chance,0,0
p07/d2573,drove,0,0
p07/d2573,Tom,0,0
p07/d2573,school,0,0
p07/d2597,calculator,0,1
p07/d2597,made,0,0
p07/d2597,mistake,1,0
p07/d2652,holding,0,0
p07/d2652,red,0,0
p07/d2652,flower,1,0
p07/d2655,is,1,0
p07/d2655,mission,0,0
p07/d2659,got,0,0
p07/d2659,morning,1,1
p07/d2681,boys,0,0
p07/d2681,dancing,0,0
p07/d2710,Tom,0,0
p07/d2710,gave,0,0
p07/d2710,pills,1,1
p07/d2740,is,0,0
p07/d2740,Polish,0,0
p07/d2749,river,1,0
p07/d2749,flows,0,0
p07/d2749,Pacific,0,0
p07/d2755,car,1,1
p07/d2755,covered,0,0
p07/d2755,pigeon,1,0
p07/d2755,poop,0,0
p07/d2761,are,0,0
p07/d2761,factories,1,0
p07/d2770,restaurant,1,0
p07/d2770,located,0,0
p07/d2770,riverbed,1,1
p07/d2789,bought,1,0
p07/d2789,car,1,0
p07/d2793,Tom,0,0
p07/d2793,unbuckled,1,1
p07/d2793,seatbelt,0,0
p07/d2802,He,0,0
p07/d2802,appreciates,0,0
p07/d2802,Japanese,0,0
p07/d2802,culture,1,0
p07/d2824,promoted,1,0
p07/d2824,Tom,0,0
p07/d2854,Nobody,0,0
p07/d2854,called,0,0
p07/d2884,Tom,0,0
p07/d2884,climbed,0,0
p07/d2910,He,0,0
p07/d2910,surprised,0,1
p07/d2917,Tom,0,0
p07/d2917,hoped,0,0
p07/d2917,Mary,0,0
p07/d2918,He,0,0
p07/d2918,told,0,0
p07/d2918,interesting,0,1
p07/d2918,story,0,0
p07/d2966,shoes,0,0
p07/d2966,are,0,1
p07/d2994,demonstrators,0,0
p07/d2994,gathered,0,0
p07/d2994,square,0,0
p07/d3012,machine,1,0
p07/d3012,invented,1,0
p07/d3028,controversial,1,1
p07/d3036,thief,1,1
p07/d3036,smashed,0,0
p07/d3036,window,1,0
p07/d3039,planted,1,0
p07/d3039,garden,1,1
p07/d3045,textbook,1,1
p07/d3045,is,0,0
p07/d3080,afraid,1,0
p07/d3080,fight,0,0
p07/d3085,am,0,0
p07/d3085,USA,0,0
p07/d3089,like,0,0
p07/d3089,woman,1,0
p07/d3108,He,0,0
p07/d3108,drew,0,0
p07/d3108,apple,1,0
p07/d3112,table,0,1
p07/d3112,is,0,0
p07/d3112,cat,1,0
p07/d3113,Tom,0,0
p07/d3113,stabbed,0,1
p07/d3113,Mary,0,0
p07/d3113,knife,0,0
p07/d3125,explored,0,0
p07/d3125,Canada,0,0
p07/d3134,Tom,0,0
p07/d3134,sings,0,1
p07/d3150,napkin,1,1
p07/d3150,missing,0,0
p07/d3231,Mary,0,0
p07/d3231,punched,1,1
p07/d3231,Tom,0,0
p07/d3231,face,1,0
p07/d3287,He,0,0
p07/d3287,likes,0,1
p07/d3287,playing,0,0
p07/d3287,football,1,1
p07/d3302,He,0,0
p07/d3302,came,0,0
p07/d3302,Japan,0,0
p07/d3302,he,0,0
p07/d3302,years,0,1
p07/d3318,late,1,1
p07/d3331,archer,1,0
p07/d3331,killed,1,0
p07/d3331,deer,1,0
p07/d3333,dieting,0,1
p07/d3339,kids,0,0
p07/d3339,tired,0,0
p07/d3391,drive,0,0
p07/d3391,convertible,1,0
p07/d3402,Tom,0,0
p07/d3402,did,0,0
p07/d3402,pushups,1,1
p07/d3408,train,1,0
p07/d3408,leaves,0,0
p07/d3419,nuts,0,0
p07/d3425,Maria,0,0
p07/d3425,wrote,0,0
p07/d3425,letter,1,0
p07/d3448,Tom,0,0
p07/d3448,ordered,0,0
p07/d3448,food,0,1
p07/d3452,cat,1,0
p07/d3452,hissed,1,1
p07/d3452,Tom,0,0
p07/d3465,start,0,0
p07/d3465,working,0,0
p07/d3488,had,0,0
p07/d3488,mole,0,0
p07/d3488,face,1,1
p07/d3490,spent,1,0
p07/d3490,hours,0,0
p07/d3508,is,0,1
p07/d3508,Tom,0,0
p07/d3510,Tom,0,0
p07/d3510,spent,1,0
p07/d3510,weeks,1,0
p07/d3510,Boston,0,0
p07/d3519,picture,0,0
p07/d3519,is,0,0
p07/d3519,wall,1,0
p07/d3550,married,0,0
p07/d3550,Tom,0,0
p07/d3558,He,0,0
p07/d3558,insulted,0,0
p08/d0075,He,0,0
p08/d0075,weighs,1,0
p08/d0075,kilos,0,0
p08/d0765,Romania,0,0
p08/d0765,sent,0,0
p08/d0765,troops,0,0
p08/d0765,Iraq,0,0
p08/d0785,Bill,0,0
p08/d0785,commit,0,0
p08/d0785,crime,1,0
p08/d0795,John,0,0
p08/d0795,acts,0,0
p08/d0795,Helen,0,0
p08/d0795,guardian,0,0
p08/d0801,broke,0,0
p08/d0801,glass,0,0
p08/d0838,afraid,1,0
p08/d0838,he,0,0
p08/d0838,spill,0,1
p08/d0838,beans,0,0
p08/d0852,class,0,0
p08/d0852,consists,0,0
p08/d0852,boys,0,0
p08/d0857,school,1,0
p08/d0857,founded,0,0
p08/d0882,dislike,0,0
p08/d0882,eggs,1,0
p08/d0889,is,0,0
p08/d0889,capital,0,0
p08/d0889,Argentina,0,0
p08/d0892,house,1,0
p08/d0892,very,0,0
p08/d0892,far,0,0
p08/d0892,station,1,0
p08/d0903,back,0,0
p08/d0911,like,0,0
p08/d0911,chocolate,0,0
p08/d0921,scream,0,0
p08/d0934,book,0,1
p08/d0934,costs,0,0
p08/d0934,dollars,1,0
p08/d0944,working,0,0
p08/d0944,Tom,0,0
p08/d1385,final,0,0
p08/d1385,line,0,0
p08/d1385,poem,1,1
p08/d1386,old,0,0
p08/d1386,he,0,0
p08/d1386,died,1,0
p08/d1387,is,0,0
p08/d1387,name,1,0
p08/d1387,unpublished,1,1
p08/d1387,song,1,0
p08/d1387,recorded,0,0
p08/d1391,company,1,0
p08/d1391,is,0,0
p08/d1391,chairman,0,0
p08/d1392,Name,0,0
p08/d1392,poem,1,0
p08/d1402,go,0,0
p08/d1402,restroom,0,0
p08/d1406,spinning,0,0
p08/d1406,wool,0,0
p08/d1413,seeing,0,1
p08/d1413,psychiatrist,1,1
p08/d1425,He,0,0
p08/d1425,renovates,1,0
p08/d1425,old,0,1
p08/d1425,houses,1,0
p08/d1425,Spain,0,0
p08/d1458,ashamed,1,1
p08/d1458,misconduct,1,0
p08/d1499,visited,1,0
p08/d1499,island,1,1
p08/d1499,impressed,0,0
p08/d1499,beauty,1,0
p08/d1499,nature,0,1
p08/d1520,scary,0,0
p08/d1544,convenient,1,0
p08/d1544,it,0,0
p08/d1568,sang,0,0
p08/d1568,Japanese,0,0
p08/d1568,song,1,0
p08/d1591,built,0,0
p08/d1591,large,0,0
p08/d1591,house,1,0
p08/d1593,son,1,1
p08/d1593,is,0,0
p08/d1593,jet,1,0
p08/d1593,pilot,1,0
p08/d1657,Tom,0,0
p08/d1657,robbed,1,0
p08/d1657,bank,0,0
p08/d1668,were,0,0
p08/d1668,red,0,0
p08/d1668,hats,1,0
p08/d1668,table,0,0
p08/d1668,hours,0,0
p08/d1677,centimeters,1,0
p08/d1677,tall,0,1
p08/d1692,Tom,0,0
p08/d1692,took,0,0
p08/d1692,finger,1,1
p08/d1692,trigger,0,0
p08/d1694,owns,1,1
p08/d1694,very,0,1
p08/d1694,big,0,0
p08/d1694,house,1,0
p08/d1699,he,0,0
p08/d1699,knows,0,0
p08/d1699,story,0,0
p08/d1719,He,0,0
p08/d1719,solved,1,1
p08/d1719,problem,0,0
p08/d1725,looking,0,0
p08/d1741,took,0,0
p08/d1741,hat,1,0
p08/d1741,entered,1,0
p08/d1741,church,0,1
p08/d1748,poems,1,1
p08/d1748,written,1,0
p08/d1749,are,0,0
p08/d1749,roses,1,0
p08/d1749,garden,1,0
p08/d1753,is,0,0
p08/d1753,large,0,1
p08/d1753,house,1,0
p08/d1753,hill,1,0
p08/d1755,He,0,0
p08/d1755,composed,0,0
p08/d1755,poems,1,1
p08/d1755,month,0,0
p08/d1772,John,0,0
p08/d1772,are,0,0
p08/d1772,old,0,0
p08/d1772,friends,1,1
p08/d1794,Canada,0,0
p08/d1794,located,0,0
p08/d1823,Nobody,0,0
p08/d1823,shot,0,0
p08/d1854,He,0,0
p08/d1854,patted,0,0
p08/d1854,shoulder,1,0
p08/d1878,eating,0,0
p08/d1878,dinner,1,1
p08/d1889,Tom,0,0
p08/d1889,nervous,0,0
p08/d1900,He,0,0
p08/d1900,patted,0,0
p08/d1900,brother,1,0
p08/d1900,shoulder,1,0
p08/d1911,need,0,0
p08/d1911,umbrella,1,0
p08/d1911,lend,0,0
p08/d1911,one,0,0
p08/d1913,are,0,1
p08/d1913,aunt,1,1
p08/d1956,immensely,0,0
p08/d1956,proud,1,1
p08/d1958,playing,0,0
p08/d1963,Mary,0,0
p08/d1963,is,0,0
p08/d1966,cup,1,1
p08/d1966,is,0,0
p08/d1966,table,0,0
p08/d1993,waiting,0,0
p08/d1993,ferry,1,0
p08/d1994,was,0,0
p08/d1994,Boston,0,0
p08/d2004,Tom,0,0
p08/d2004,smiled,1,1
p08/d2004,nodded,1,0
p08/d2005,arm,1,0
p08/d2005,hurts,0,0
p08/d2042,soldier,1,0
p08/d2042,ran,1,0
p08/d2060,years,0,0
p08/d2060,old,0,0
p08/d2103,counted,1,1
p08/d2103,towels,1,1
p08/d2112,slower,1,0
p08/d2112,villain,1,1
p08/d2112,horse,1,0
p08/d2134,Tom,0,0
p08/d2134,showed,0,0
p08/d2154,tobacco,0,0
p08/d2154,grown,0,0
p08/d2162,Tom,0,0
p08/d2162,Mary,0,0
p08/d2162,fishing,0,1
p08/d2166,fond,0,0
p08/d2166,baseball,1,1
p08/d2169,shark,1,0
p08/d2169,water,0,0
p08/d2169,whispered,1,0
p08/d2174,call,0,1
p08/d2174,hear,0,0
p08/d2208,forgave,1,0
p08/d2209,died,1,1
p08/d2210,Tom,0,0
p08/d2210,complains,1,1
p08/d2210,he,0,0
p08/d2226,do,0,0
p08/d2232,Tom,0,0
p08/d2232,dancing,0,0
p08/d2234,Tom,0,0
p08/d2234,stuck,0,0
p08/d2234,handwritten,0,0
p08/d2234,sign,0,0
p08/d2234,door,1,0
p08/d2252,Tom,0,0
p08/d2252,kind,0,0
p08/d2260,saved,0,0
p08/d2260,dollars,1,0
p08/d2320,Tom,0,0
p08/d2320,was,0,0
p08/d2320,hotel,1,0
p08/d2323,boy,0,0
p08/d2323,jumped,1,0
p08/d2323,water,0,0
p08/d2429,cap,1,0
p08/d2429,fits,0,0
p08/d2429,wear,0,0
p08/d2429,it,0,0
p08/d2442,gloves,0,0
p08/d2442,are,0,0
p08/d2442,Tom,0,0
p08/d2455,eat,0,0
p08/d2462,died,1,1
p08/d2462,years,0,0
p08/d2539,is,0,0
p08/d2539,glass,1,0
p08/d2539,sculpture,1,0
p08/d2539,garden,1,0
p08/d2567,Hitler,0,0
p08/d2567,assumed,0,0
p08/d2567,power,0,0
p08/d2575,cats,1,0
p08/d2575,meowing,1,1
p08/d2664,freak,1,0
p08/d2725,order,0,0
p08/d2732,truck,1,0
p08/d2732,standing,0,0
p08/d2732,middle,0,0
p08/d2732,road,1,0
p08/d2741,Mary,0,0
p08/d2741,usually,0,0
p08/d2741,wears,0,0
p08/d2741,lipstick,1,0
p08/d2812,angry,1,0
p08/d2818,worried,0,0
p08/d2840,Tom,0,0
p08/d2840,ate,0,0
p08/d2841,It,0,0
p08/d2841,Tom,0,0
p08/d2857,years,0,0
p08/d2857,older,0,0
p08/d2876,He,0,0
p08/d2876,hated,1,1
p08/d2876,school,0,0
p08/d2883,one,0,0
p08/d2883,shooting,0,0
p08/d2911,Hurricane,1,0
p08/d2911,devastated,0,0
p08/d2915,milked,1,0
p08/d2915,cow,1,0
p08/d2921,crazy,0,0
p08/d2928,overslept,1,0
p08/d2936,Tom,0,0
p08/d2936,picked,0,0
p08/d2936,rock,1,1
p08/d2936,threw,1,0
p08/d2936,it,0,0
p08/d2954,true,0,0
p08/d2954,Tom,0,0
p08/d2954,Mary,0,0
p08/d2954,dating,0,0
p08/d2966,die,0,0
p08/d2968,tiger,0,0
p08/d2968,licked,0,0
p08/d2971,pupils,0,0
p08/d2971,poor,0,0
p08/d2971,algebra,1,0
p08/d2979,it,0,0
p08/d2979,far,0,0
p08/d3000,Tom,0,0
p08/d3000,chased,0,0
p08/d3000,cats,1,0
p08/d3000,house,1,0
p08/d3020,dumped,0,0
p08/d3039,disco,0,1
p08/d3039,empty,0,0
p08/d3040,nurse,1,0
p08/d3040,handed,0,0
p08/d3040,Tom,0,0
p08/d3040,pills,0,0
p08/d3040,he,0,0
p08/d3040,took,0,0
p08/d3050,Government,1,1
p08/d3050,considering,0,0
p08/d3109,born,0,0
p08/d3123,dog,1,0
p08/d3123,barks,0,0
p08/d3145,arrive,1,0
p08/d3145,hours,0,0
p08/d3145,drive,0,0
p08/d3203,Tom,0,0
p08/d3203,milking,1,0
p08/d3203,cows,0,0
p08/d3206,been,0,0
p08/d3206,alderman,1,1
p08/d3206,years,0,0
p08/d3230,Tom,0,0
p08/d3230,got,0,0
p08/d3230,jeep,1,1
p08/d3236,monkey,1,0
p08/d3236,ran,0,0
p08/d3277,majored,1,1
p08/d3277,psychology,1,1
p08/d3364,Tom,0,0
p08/d3364,is,1,0
p08/d3364,con,0,0
p08/d3366,He,0,0
p08/d3366,fixed,0,0
p08/d3366,it,0,0
p08/d3379,house,1,0
p08/d3379,is,0,0
p08/d3388,He,0,0
p08/d3388,mocked,1,1
p08/d3388,efforts,0,0
p08/d3415,are,0,0
p08/d3415,butcher,1,0
p08/d3424,morning,1,0
p08/d3432,think,0,0
p08/d3432,Tom,0,0
p08/d3432,said,0,0
p08/d3432,is,0,0
p08/d3465,it,0,0
p08/d3489,speech,0,0
p08/d3489,lasted,1,0
p08/d3489,minutes,0,0
p08/d3490,Someone,1,1
p08/d3490,up,0,0
p08/d3492,He,0,0
p08/d3492,tried,1,0
p08/d3492,seduce,1,0
p08/d3497,He,0,0
p08/d3497,struck,1,0
p08/d3497,blow,1,0
p08/d3497,face,1,0
p08/d3506,Tom,0,0
p08/d3506,has,0,0
p08/d3506,sisters,1,0
p08/d3514,robbed,1,0
p08/d3557,Tom,0,0
p08/d3557,drinking,0,0
p09/d0040,badger,0,0
p09/d0040,burrowing,1,1
p09/d0040,hole,0,0
p09/d0071,He,0,0
p09/d0071,bright,0,0
p09/d0162,married,0,0
p09/d0162,classmate,0,0
p09/d0716,Normandy,0,0
p09/d0716,landings,0,0
p09/d0716,took,0,0
p09/d0789,Someone,1,1
p09/d0789,is,0,0
p09/d0789,door,0,0
p09/d0831,time,0,0
p09/d0831,train,1,0
p09/d0831,depart,0,0
p09/d0838,disagreeable,0,0
p09/d0838,fellow,0,0
p09/d0838,he,0,0
p09/d0838,is,1,0
p09/d0839,He,0,0
p09/d0839,smoke,0,0
p09/d0855,find,0,0
p09/d0855,watch,1,0
p09/d0882,It,0,0
p09/d0883,It,0,0
p09/d0896,always,0,0
p09/d0896,smiles,0,0
p09/d0919,Tom,0,0
p09/d0929,Tom,0,0
p09/d0929,loves,0,0
p09/d0929,sing,0,0
p09/d0933,Tom,0,0
p09/d0933,own,1,0
p09/d1086,Scrooge,0,0
p09/d1086,shivered,0,0
p09/d1086,wiped,1,1
p09/d1086,perspiration,1,1
p09/d1086,brow,1,0
p09/d1371,Wagner,0,0
p09/d1371,understood,1,0
p09/d1382,is,0,0
p09/d1392,director,0,0
p09/d1392,born,0,0
p09/d1418,order,0,0
p09/d1418,pizza,1,0
p09/d1422,bought,1,0
p09/d1422,pounds,1,0
p09/d1422,butter,1,0
p09/d1518,son,1,1
p09/d1518,lazy,0,0
p09/d1521,Somebody,1,0
p09/d1521,knocking,0,1
p09/d1521,door,1,0
p09/d1533,little,1,0
p09/d1533,shy,0,0
p09/d1559,Tom,0,0
p09/d1559,apologized,1,1
p09/d1569,enjoy,1,0
p09/d1569,music,1,0
p09/d1570,Tom,0,0
p09/d1570,phone,0,0
p09/d1570,rang,1,0
p09/d1610,liar,1,1
p09/d1616,Tom,0,0
p09/d1616,surprised,0,1
p09/d1616,police,1,1
p09/d1616,knew,1,0
p09/d1616,name,1,0
p09/d1623,spoke,0,0
p09/d1623,matter,0,0
p09/d1666,drink,0,0
p09/d1666,milk,1,0
p09/d1669,fuel,0,0
p09/d1669,machine,1,0
p09/d1693,kissed,0,0
p09/d1693,planetarium,1,0
p09/d1697,Tom,0,0
p09/d1697,put,0,0
p09/d1697,apron,1,0
p09/d1702,hates,0,0
p09/d1704,hypocrite,1,1
p09/d1726,He,0,0
p09/d1726,lost,0,0
p09/d1726,hope,1,0
p09/d1735,Canada,0,0
p09/d1735,are,0,0
p09/d1743,eat,1,0
p09/d1743,meat,1,0
p09/d1765,sorry,0,0
p09/d1773,watch,1,0
p09/d1773,repaired,1,0
p09/d1818,cat,1,0
p09/d1818,pressed,1,0
p09/d1818,its,0,0
p09/d1818,nose,1,0
p09/d1818,window,1,0
p09/d1837,entered,1,0
p09/d1837,room,1,0
p09/d1837,applauded,1,0
p09/d1868,rode,0,0
p09/d1868,boat,1,1
p09/d1868,island,1,0
p09/d1873,paintings,1,0
p09/d1873,are,0,0
p09/d1880,overweight,0,0
p09/d1910,buy,0,1
p09/d1925,film,0,0
p09/d1925,began,0,0
p09/d1939,borrowed,1,0
p09/d1939,table,0,0
p09/d1966,dog,1,0
p09/d1966,growled,0,0
p09/d1998,He,0,0
p09/d1998,forgave,1,1
p09/d2009,sent,0,0
p09/d2018,Tom,0,0
p09/d2018,likes,0,0
p09/d2018,Swiss,0,0
p09/d2018,cheese,1,0
p09/d2035,see,0,0
p09/d2083,It,0,0
p09/d2083,he,0,0
p09/d2083,blame,0,0
p09/d2084,true,0,0
p09/d2084,came,0,0
p09/d2084,plane,0,0
p09/d2104,It,0,0
p09/d2104,popular,1,1
p09/d2104,China,0,0
p09/d2118,squirrel,1,0
p09/d2118,shy,0,0
p09/d2143,war,1,0
p09/d2150,According,0,0
p09/d2150,paper,0,0
p09/d2150,snow,0,0
p09/d2183,blackmailed,1,1
p09/d2196,decide,1,1
p09/d2196,coin,1,0
p09/d2196,toss,0,0
p09/d2217,He,0,0
p09/d2217,one,0,0
p09/d2217,in-laws,1,1
p09/d2232,Tom,0,0
p09/d2232,well,0,0
p09/d2247,interested,0,1
p09/d2247,buying,0,0
p09/d2247,encyclopedia,1,0
p09/d2299,kind,0,0
p09/d2299,city,1,1
p09/d2299,live,0,0
p09/d2318,named,1,0
p09/d2318,dog,1,0
p09/d2371,turned,0,0
p09/d2371,invitation,1,0
p09/d2373,ate,0,0
p09/d2373,marshmallows,1,1
p09/d2376,Tom,0,0
p09/d2376,allergic,0,0
p09/d2376,mold,0,0
p09/d2378,read,0,0
p09/d2378,book,1,0
p09/d2379,sing,1,0
p09/d2392,loss,0,0
p09/d2392,reached,0,0
p09/d2392,yen,0,0
p09/d2400,Mr,0,0
p09/d2400,is,0,0
p09/d2400,friend,1,0
p09/d2404,closed,1,0
p09/d2404,phone,0,0
p09/d2428,sister,1,1
p09/d2428,is,0,1
p09/d2428,receptionist,1,1
p09/d2435,Tom,0,0
p09/d2435,pretty,0,0
p09/d2435,scared,0,0
p09/d2447,is,0,1
p09/d2474,counting,0,0
p09/d2474,German,0,0
p09/d2497,balloon,0,0
p09/d2497,deflated,1,0
p09/d2497,quickly,0,0
p09/d2499,unlock,1,1
p09/d2499,door,1,1
p09/d2518,ordered,0,0
p09/d2518,pizza,1,1
p09/d2575,He,0,0
p09/d2575,allergic,0,0
p09/d2575,house,1,0
p09/d2575,dust,1,1
p09/d2594,Tom,0,0
p09/d2594,eating,0,0
p09/d2594,spaghetti,1,0
p09/d2635,slept,1,1
p09/d2635,boat,1,0
p09/d2639,disturbed,0,0
p09/d2676,Tom,0,0
p09/d2676,did,0,0
p09/d2676,great,0,0
p09/d2676,job,0,0
p09/d2677,come,0,0
p09/d2677,Holland,0,0
p09/d2685,Tom,0,0
p09/d2685,cut,0,0
p09/d2685,pie,1,1
p09/d2685,pieces,1,0
p09/d2725,wants,0,0
p09/d2725,die,0,0
p09/d2733,Leaves,1,0
p09/d2733,dropping,0,0
p09/d2733,silently,0,0
p09/d2733,ground,0,0
p09/d2740,word,1,1
p09/d2740,stressed,0,1
p09/d2740,last,0,0
p09/d2740,syllable,1,1
p09/d2772,plane,0,0
p09/d2772,take,0,0
p09/d2781,Tom,0,0
p09/d2781,waiting,0,0
p09/d2781,Mary,0,0
p09/d2792,Tom,0,0
p09/d2792,dozing,0,0
p09/d2812,Tom,0,0
p09/d2812,arrested,0,0
p09/d2818,awake,0,0
p09/d2822,is,0,0
p09/d2822,watch,1,0
p09/d2824,received,1,0
p09/d2824,letter,1,1
p09/d2825,ball,1,1
p09/d2825,rolled,1,0
p09/d2825,lawn,1,1
p09/d2830,Tom,0,0
p09/d2830,bought,1,0
p09/d2830,Mary,0,0
p09/d2830,drink,1,1
p09/d2839,Nobody,0,0
p09/d2839,lied,0,0
p09/d2850,Eskimos,1,1
p09/d2850,live,0,0
p09/d2850,Greenland,0,0
p09/d2862,likes,0,0
p09/d2862,tigers,0,1
p09/d2883,Tom,0,0
p09/d2883,crossed,0,0
p09/d2883,legs,0,1
p09/d2905,kissed,0,0
p09/d2929,students,1,1
p09/d2929,laughed,1,1
p09/d2936,Paul,0,0
p09/d2936,born,0,0
p09/d2936,Rome,0,0
p09/d2957,went,0,0
p09/d2957,Kyushu,0,0
p09/d2957,airplane,1,1
p09/d2976,rent,1,0
p09/d2976,very,0,1
p09/d2976,high,0,0
p09/d3002,Americans,0,0
p09/d3002,welcomed,1,1
p09/d3002,plan,1,0
p09/d3005,He,0,0
p09/d3005,play,0,0
p09/d3005,guitar,1,0
p09/d3009,play,0,0
p09/d3009,soccer,1,1
p09/d3030,took,0,0
p09/d3030,hours,0,0
p09/d3030,wash,0,0
p09/d3030,it,0,0
p09/d3050,Someone,1,1
p09/d3050,stole,0,1
p09/d3050,money,1,0
p09/d3061,Tom,0,0
p09/d3061,mopping,0,0
p09/d3061,floor,1,1
p09/d3073,book,1,0
p09/d3073,consists,0,0
p09/d3073,chapters,1,1
p09/d3109,He,0,0
p09/d3109,is,0,0
p09/d3109,American,0,0
p09/d3122,Tom,0,0
p09/d3136,Tom,0,0
p09/d3136,took,0,0
p09/d3191,girl,1,0
p09/d3191,lacked,0,0
p09/d3191,musical,0,0
p09/d3191,ability,1,0
p09/d3199,He,0,0
