assemble,assemble.v.01
sewing~machines,O
Actinium,actinium.n.01
melts,melt.v.01
at,O
°C,O
was,O
fined,fine.v.01
yen,yen.n.02
for,O
speeding,speeding.n.01
died,die.v.01
ten,O
years,year.n.01
ago,O
got,O
up,O
at,O
seven,O
in,O
morning,morning.n.01
How,O
much,O
does,O
soccer~ball,soccer_ball.n.01
weigh,weigh.v.01
has,O
been,O
to,O
many,O
times,time.n.01
worked,work.v.02
clay,clay.n.01
into,O
vase,vase.n.01
traffic~jam,traffic_jam.n.01
lasted,last.v.01
one,person.n.01
hour,hour.n.01
girl,girl.n.01
is,O
skillful,skillful.a.01
with,O
fingers,finger.n.01
drew,draw.v.06
tree,tree.n.01
did,O
n't,O
study,study.v.05
at~all,O
bought,buy.v.01
vacuum~cleaner,O
at,O
supermarket,supermarket.n.01
brass~band,brass_band.n.01
played,play.v.01
three,O
marches,marche.n.01
Four,O
times,time.n.01
five,O
is,O
sighed,sigh.v.01
French,french.n.01
is,O
mother~tongue,mother_tongue.n.01
squirrel,squirrel.n.01
climbed,climb.v.01
tree,tree.n.01
'll,O
pick,pick_up.v.03
up,O
at,O
six,O
is,O
giggling,giggle.v.01
hunter,hunter.n.01
shot,shoot.v.01
bear,bear.n.01
was,O
jealous,jealous.a.01
of,O
brother,brother.n.01
were,O
attacked,attack.v.04
by,O
pirates,pirate.n.02
Nancy,nancy.n.01
does,O
n't,O
play,play.v.01
tennis,tennis.n.01
painted,paint.v.02
house,house.n.01
green,green.a.01
Something,entity.n.01
about,O
has,O
changed,change.v.01
neighbor,neighbor.n.01
complained,complain.v.01
about,O
noise,noise.n.01
bit,O
lip,lip.n.01
one,person.n.01
deserves,deserve.v.01
cat,cat.n.01
was,O
on,O
table,table.n.02
child,child.n.01
drew,draw.v.06
spherical,spherical.a.01
triangle,triangle.n.01
passed,pass_away.v.01
glass,glass.n.02
of,O
milk,milk.n.01
to,O
Tunisia,tunisia.n.01
is,O
located,located.a.01
in,O
appears,look.v.02
outraged,outraged.a.01
approached,approach.v.01
house,house.n.01
's,O
half~past~one,O
hare,hare.n.01
was,O
outdistanced,outdistance.v.01
by,O
tortoise,tortoise.n.01
's,O
control~freak,control_freak.n.01
is,O
addicted,addicted.a.01
to,O
cocaine,cocaine.n.01
Do,O
speak,speak.v.03
's,O
real~estate~agent,O
rope,rope.n.01
has,O
to,O
be,O
coiled,gyrate.v.01
used,O
to,O
live,live.v.01
in,O
Someone,person.n.01
stole,steal.v.01
bag,bag.n.01
's,O
raking,rake.v.01
in,O
on,O
stock~market,stock_market.n.01
had,O
'm,O
as,O
famous,famous.a.01
shark,shark.n.01
is,O
fish,fish.n.01
while,while.n.01
dolphin,dolphin.n.02
mammal,mammal.n.01
has,O
been,O
falling,fall.v.01
in,O
price,price.n.02
grabbed,grab.v.05
by,O
elbow,elbow.n.01
Maximilian,O
was,O
as,O
nervous,nervous.a.02
saw,see.v.01
bum,rotter.n.01
at,O
train~station,train_station.n.01
's,O
thirty-three,thirty-three.s.01
will,O
cost,cost.v.01
around,O
yen,yen.n.02
dog,dog.n.01
is,O
sleeping,sleep.v.01
is,O
much,O
fatter,fat.a.01
than,O
is,O
studying,study.v.05
right,O
now,O
's,O
polite,polite.a.01
escorted,escort.v.01
out~of,O
building,building.n.01
grabbed,grab.v.05
's,O
hand,hand.n.01
puts,put.v.01
honey,honey.n.01
in,O
tea,tea.n.01
instead,O
of,O
sugar,sugar.n.01
pasture,pasture.n.01
has,O
area,area.n.01
of,O
acres,estate.n.02
threw,throw.v.01
rock,rock.n.01
at,O
but,O
did,O
n't,O
hit,hit.v.03
wo,O
n't,O
give,give.v.03
in,O
Tehran,teheran.n.01
is,O
favourite,favourite.a.02
town,town.n.01
stirred,stir.v.01
milk,milk.n.01
into,O
coffee,coffee.n.01
never,O
spoke,speak.v.02
of,O
tricked,trick.v.01
bought,buy.v.01
sugar,sugar.n.01
like,like.v.02
strawberry~ice~cream,O
is,O
even,O
number,number.n.04
come,come.v.02
from,O
added,add.v.01
little,little.a.03
sugar,sugar.n.01
to,O
coffee,coffee.n.01
's,O
super,ace.s.01
cute,cute.a.01
's,O
found,find.v.01
new,new.a.01
love,love.v.01
is,O
kind~of,kind_of.r.01
handsome,handsome.a.01
parcel,parcel.n.01
weighs,weigh.v.01
more~than,O
one,person.n.01
pound,pound.n.01
owe,owe.v.03
bought,buy.v.01
two,O
bottles,bottle.n.02
of,O
milk,milk.n.01
is,O
biggest,big.a.01
hotel,hotel.n.01
in,O
city,city.n.01
When,O
painted,paint.v.02
picture,picture.n.01
was,O
years,year.n.01
old,old.a.01
came,come.v.02
from,O
yesterday,O
parents,parent.n.01
named,name.v.01
baby,baby.n.01
music,music.n.01
's,O
annoying,annoy.v.01
everyone,person.n.01
blue,blue.a.01
roses,rose.n.01
are,O
very,very.r.01
beautiful,beautiful.a.01
is,O
tallest,tall.a.01
girl,girl.n.01
in,O
class,class.n.02
If,O
rains,rain.v.01
wo,O
n't,O
come,come.v.02
public~prosecutor,O
's,O
office,office.n.01
has,O
accused,accuse.v.01
suspected,suspect.v.01
terrorist,terrorist.n.01
for,O
five,O
further,O
murders,murder.n.01
association,association.n.01
does,O
lead,lead.n.02
is,O
is,O
Everything,entity.n.01
's,O
free,free.a.04
fell,fall.v.03
in~love,in_love.a.01
with,O
scoffed,jeer.v.01
at,O
poem,poem.n.01
's,O
addicted,addicted.a.01
to,O
drugs,drug.n.01
is,O
absorbed,absorbed.a.01
in,O
knitting,knitting.n.02
waved,wave.v.01
flag,flag.n.01
name,name.n.01
is,O
brought,bring.v.01
something,entity.n.01
cleared,clear.v.01
throat,throat.n.01
was,O
abducted,abduct.v.01
by,O
aliens,alien.n.03
Soldiers,soldier.n.01
barred,bar.v.01
way,O
to,O
city,city.n.01
baked,bake.v.02
muffins,muffin.n.01
deposited,lodge.v.02
box,box.n.01
on,O
table,table.n.02
hates,hate.v.01
secrets,secret.n.01
was,O
snowing,snow.v.01
is,O
paling,pale.v.01
ran,run_away.v.01
into,O
friend,friend.n.01
of,O
mine,O
on,O
bus,bus.n.01
'm,O
not,O
happy,happy.a.01
with,O
looks,look_like.v.01
'm,O
going,go.v.01
to,O
store,store.n.01
named,name.v.01
boat,boat.n.01
car,car.n.01
was,O
stolen,steal.v.01
's,O
allergic,allergic.a.02
to,O
cats,cat.n.01
son,son.n.01
is,O
stationed,station.v.01
in,O
calculator,calculator.n.02
on,O
table,table.n.02
is,O
mine,O
saw,see.v.01
three,O
hours,hour.n.01
ago,O
was,O
bit,O
by,O
mosquito,mosquito.n.01
Have,O
googled,google.v.01
was,O
born,bear.v.02
in,O
loves,love.v.01
risotto,risotto.n.01
twirled,twirl.v.01
basketball,basketball.n.01
on,O
finger,finger.n.01
dog,dog.n.01
is,O
green,green.a.01
and,O
beautiful,beautiful.a.01
applauded,applaud.v.01
fired,fire.v.04
is,O
similar,similar.a.01
to,O
did,O
n't,O
break,break.v.06
law,law.n.01
warmed,warm.v.02
by,O
fire,fire.n.01
leaves,leave.v.01
at,O
eight,O
am,O
milking,milk.v.01
goat,goat.n.01
booked,book.v.01
field,field.n.01
partition,partition.n.01
separates,separate.v.01
two,O
rooms,room.n.01
weighs,weigh.v.01
pounds,pound.n.01
must,O
be,O
joking,joke.v.01
Are,O
n't,O
parents,parent.n.01
took,take.v.02
protein,protein.n.01
shake,shake.n.02
was,O
born,bear.v.02
on,O
twenty~second,O
of,O
nineteen~forty~eight,O
was,O
middle-aged,middle-aged.a.01
woman,woman.n.01
If,O
is,O
not,O
ill,ill.a.01
will,O
come,come.v.02
Everybody,person.n.01
liked,like.v.03
installed,install.v.01
program,program.v.02
speak,speak.v.03
played,play.v.01
trump~card,O
Let,O
's,O
listen,listen.v.01
to,O
song,song.n.01
again,O
Everyone,person.n.01
in,O
class,class.n.02
learned,learn.v.01
poem,poem.n.01
by~heart,O
's,O
bluffing,bluff.v.02
was,O
incredible,incredible.a.01
n't,O
saw,see.v.01
nothing,entity.n.01
strange,strange.a.01
've,O
been,O
wounded,wound.v.01
with,O
knife,knife.n.01
factory,factory.n.01
produces,produce.v.01
is,O
imported,import.v.01
from,O
bought,buy.v.01
gift,gift.n.01
for,O
twirled,twirl.v.01
mustache,mustache.n.01
likes,like.v.02
Russian,country.n.02
pop,dad.n.01
left,leave.v.01
house,house.n.01
at,O
eight~o'clock,O
's,O
coping,cope.v.01
with,O
jet~lag,jet_lag.n.01
is,O
too,O
tired,tired.a.01
to,O
study,study.v.05
soldiers,soldier.n.01
resisted,defy.v.02
enemy,enemy.n.01
attack,attack.n.01
is,O
as,O
tall,tall.a.01
father,father.n.01
aircraft,aircraft.n.01
is,O
taking,take.v.18
off,O
small,small.a.01
car,car.n.01
is,O
more,O
economical,economic.s.03
than,O
large,large.a.01
one,person.n.01
Yamamoto,yamamoto.n.01
is,O
also,O
friend,friend.n.01
of,O
mine,O
Tom~Online,company.n.01
earned,earn.v.02
in,O
three,O
months,month.n.02
is,O
seventeen,O
years,year.n.01
old,old.a.01
've,O
never,O
climbed,climb.v.01
has,O
three,O
elder,elder.n.01
sisters,sister.n.01
CD,cd.n.04
costs,cost.v.01
policeman,policeman.n.01
is,O
wearing,wear.v.01
gas~mask,O
hired,hire.v.01
private~investigator,private_investigator.n.01
Negotiations,negotiation.n.01
have,O
been,O
adjourned,adjourn.v.01
until,O
is,O
scientific,scientific.a.01
name,name.n.01
for,O
leech,leech.n.01
Where,location.n.01
is,O
Where,location.n.01
was,O
assassinated,assassinate.v.01
is,O
's,O
real,real.a.01
name,name.n.01
is,O
gave,give.v.03
pen,pen.n.01
's,O
kind~of,kind_of.r.01
important,important.a.01
was,O
English,english.n.01
scientist,scientist.n.01
wild,wild.a.02
cats,cat.n.01
live,live.v.01
under,O
neighbor,neighbor.n.01
's,O
house,house.n.01
How,O
about,O
snack,bite.n.04
'm,O
not,O
busy,busy.a.01
right,O
now,O
ca,O
n't,O
pronounce,pronounce.v.01
's,O
last~name,last_name.n.01
want,want.v.01
potatoes,potato.n.01
fell,fall.v.03
off,O
horse,horse.n.01
stink,stink.v.02
of,O
cigarettes,cigarette.n.01
's,O
hair,hair.n.01
was,O
bluer,O
than,O
eyes,eye.n.01
shined,shine.v.10
father,father.n.01
's,O
shoes,shoe.n.01
died,die.v.01
in,O
Someone,person.n.01
stole,steal.v.01
money,money.n.01
owe,owe.v.03
thirty,O
dollars,dollar.n.01
interesting,interesting.a.01
novel,novel.n.01
is,O
've,O
climbed,climb.v.01
is,O
two,O
years,year.n.01
older,old.a.01
than,O
'm,O
from,O
Ai,O
n't,O
cute,cute.a.01
bull,bull.n.11
is,O
mooing,moo.v.01
fly,fly.v.01
is,O
open,open.a.01
dropped,drop.v.01
glass,glass.n.02
Do,O
want,want.v.01
scrambled~eggs,O
rice,rice.n.01
is,O
sticky,sticky.a.01
There,O
were,O
soldiers,soldier.n.01
on,O
ships,ship.n.01
like,like.v.02
books,book.n.02
was,O
born,bear.v.02
in,O
had,O
money,money.n.01
stolen,steal.v.01
've,O
gained,gain.v.09
five,O
kilograms,kilogram.n.01
tire,tire.n.01
needs,need.v.01
air,air.n.01
's,O
more,O
beautiful,beautiful.a.01
than,O
failed,fail.v.01
chemistry,chemistry.n.01
're,O
looking,look.v.04
for,O
someone,person.n.01
was,O
born,bear.v.02
in,O
state,state.n.01
of,O
father,father.n.01
cuts,cut.v.01
wood,wood.n.01
with,O
saw,see.v.01
Many,O
people,person.n.01
attended,attend.v.01
conference,conference.n.01
stretched,stretch_out.v.03
out,O
legs,leg.n.01
Camels,camel.n.01
have,O
one,person.n.01
or,O
two,O
humps,bulge.n.01
am,O
like,like.v.02
mother,mother.n.01
freed,free.v.01
bird,bird.n.01
now,O
lives,live.v.01
in,O
district,district.n.01
is,O
notorious,ill-famed.s.01
for,O
air~pollution,O
am,O
interested,interested.a.01
in,O
Asian,continent.n.01
history,history.n.03
ship,ship.n.01
was,O
approaching,approach.v.01
harbor,harbor.n.01
fitting,fitting.s.01
room,room.n.01
is,O
occupied,occupy.v.05
yodels,yodel.n.01
exaggerated,exaggerate.v.01
There,O
are,O
bags,bag.n.01
in,O
room,room.n.01
am,O
as,O
tall,tall.a.01
will,O
meet,meet.v.02
again,O
someday,O
spent,spend.v.01
honeymoon,honeymoon.n.01
in,O
Maldives,maldives.n.01
have,O
pair,pair.n.02
of,O
mittens,mitten.n.01
If,O
invite,invite.v.01
may,O
come,come.v.02
's,O
left,leave.v.01
's,O
kind~of,kind_of.r.01
rude,rude.a.01
was,O
anything~but,O
perfect,perfect.a.01
wife,wife.n.01
flight,flight.n.09
arrived,arrive.v.01
at,O
How,O
deep,deep.a.03
lake,lake.n.01
is,O
room,room.n.01
was,O
anything~but,O
tidy,tidy.n.01
will,O
arrive,arrive.v.01
in,O
at,O
's,O
goalkeeper,goalkeeper.n.01
Spartan~Air~Lines,O
acquired,acquire.v.01
is,O
member,member.n.01
of,O
was,O
based,based.a.02
in,O
was,O
murdered,murder.v.01
in,O
will,O
cost,cost.v.01
€,euro.n.01
doctor,doctor.n.01
examined,examine.v.03
patients,patient.n.01
book,book.n.02
is,O
baby,baby.n.01
has,O
hereditary,familial.s.02
disease,disease.n.01
'm,O
too,O
busy,busy.a.01
to,O
help,help.v.01
elephant,elephant.n.01
has,O
long,long.a.02
nose,nose.n.01
appointed,appoint.v.02
as,O
manager,manager.n.01
is,O
dead~language,O
money,money.n.01
is,O
on,O
table,table.n.02
am,O
from,O
bread,bread.n.01
is,O
in,O
oven,oven.n.01
uncle,uncle.n.01
is,O
n't,O
young,young.a.01
but,O
's,O
healthy,healthy.a.01
is,O
very,very.r.01
big,big.a.01
country,country.n.02
drank,drink.v.01
two,O
cups,cup.n.02
of,O
coffee,coffee.n.01
trembled,tremble.v.01
more~and~more,O
clocks,redstem_storksbill.n.01
in,O
city,city.n.01
were,O
striking,strike.v.07
ten,O
shook,shake.v.09
head,head.n.01
is,O
leader,leader.n.01
of,O
How,O
many,O
inhabitants,inhabitant.n.01
does,O
have,O
did,O
call,call.v.03
house,house.n.01
couple,couple.n.01
was,O
quarrelling,quarrel.v.01
and,O
knocked,knock.v.02
down,O
is,O
wiping,wipe.v.01
table,table.n.02
Are,O
big,big.a.01
's,O
stronger,strong.a.01
than,O
pencil,pencil.n.01
has,O
been,O
sharpened,sharpen.v.01
had,O
decayed,decayed.s.01
removed,remove.v.01
met,meet.v.01
in,O
has,O
hundreds,hundred.n.01
of,O
books,book.n.02
am,O
learning,learn.v.01
lives,live.v.01
in,O
refrigerator,refrigerator.n.01
is,O
open,open.a.01
's,O
in~fashion,fashionable.a.03
in,O
was,O
disqualified,disqualify.v.02
thunder,boom.n.01
roared,roar.v.01
is,O
in,O
office,office.n.01
right,O
now,O
want,want.v.01
to,O
hear,hear.v.01
something,entity.n.01
funny,funny.a.01
was,O
kidnapped,kidnap.v.01
loss,loss.n.06
amounts,amount.v.02
to,O
million,O
dollars,dollar.n.01
drank,drink.v.01
wine,wine.n.01
There,O
are,O
boys,boy.n.01
in,O
park,park.n.02
's,O
favorite,favorite.a.02
kind,entity.n.01
of,O
chocolate,chocolate.n.02
'm,O
a~little,a_little.r.01
curious,curious.a.02
ripped,rip_up.v.01
out,O
page,page.n.01
's,O
donating,donate.v.01
money,money.n.01
for,O
cancer,cancer.n.01
research,research.n.01
watch,watch.n.01
was,O
grandfather,grandfather.n.01
's,O
punched,punch.v.01
in,O
face,face.n.01
is,O
coming,come.v.02
to,O
party,party.n.04
too,O
'm,O
slightly,slightly.r.01
hungry,hungry.a.01
visited,visit.v.02
huge,huge.a.01
amusement~park,O
in,O
There,O
are,O
lot,O
of,O
eggs,egg.n.02
in,O
box,box.n.01
'm,O
eating,eat.v.01
banana,banana.n.02
Get,get.v.01
egg,egg.n.02
from,O
refrigerator,refrigerator.n.01
's,O
favorite,favorite.a.02
kind,entity.n.01
of,O
book,book.n.02
has,O
athlete's~foot,athlete's_foot.n.01
Three,O
times,time.n.01
five,O
is,O
fifteen,O
eat,eat.v.01
noodles,noodle.n.01
Nothing,entity.n.01
's,O
sacred,sacred.a.03
Give,give.v.03
telephone~number,telephone_number.n.01
thermometer,thermometer.n.01
reads,read.v.08
degrees,degree_celsius.n.01
young,young.a.01
nurse,nurse.n.01
fell,fall.v.03
in~love,in_love.a.01
with,O
patient,patient.n.01
court,court.n.01
is,O
adjourned,adjourn.v.01
until,O
on,O
pulled,pull.v.15
out,O
knitting~needles,knitting_needle.n.01
None,entity.n.01
of,O
advice,advice.n.01
was,O
very,very.r.01
useful,useful.a.01
Richard~Roberts,O
is,O
author,author.n.01
of,O
numerous,O
books,book.n.02
ca,O
n't,O
stand,stand_for.v.02
noise,noise.n.01
anymore,O
's,O
suffering,suffer.v.02
was,O
pleased,pleased.a.01
with,O
performance,performance.n.01
'm,O
not,O
freak,freak.n.01
rat,rat.n.01
chewed,chew.v.01
hole,hole.n.01
in,O
wall,wall.n.01
shoes,shoe.n.01
are,O
brother,brother.n.01
's,O
blew,blow.v.05
out,O
candles,candle.n.01
's,O
good,good.a.01
carpenter,carpenter.n.01
is,O
kneeling,kneel.v.01
If,O
've,O
misjudged,misjudge.v.01
'm,O
terribly,terribly.r.01
sorry,sorry.a.01
was,O
written,write.v.01
by,O
was,O
recorded,record.v.02
by,O
elevator,elevator.n.01
is,O
out,O
of,O
order,order.v.02
study,study.v.05
from,O
eight,O
to,O
eleven,O
acquired,acquire.v.01
Russian,country.n.02
quickly,quickly.r.02
am,O
tired,tired.a.01
According,according.a.02
to,O
newspaper,newspaper.n.03
there,O
was,O
earthquake,earthquake.n.01
in,O
sharpened,sharpen.v.01
pencil,pencil.n.01
was,O
arrested,arrest.v.01
for,O
shoplifting,shoplifting.n.01
public~prosecutor,O
as~well~as,O
sentenced,sentence.v.01
have,O
appealed,appeal.v.01
Where,location.n.01
is,O
river,river.n.01
runs,run.v.06
through,O
is,O
president,president.n.01
of,O
United~States,country.n.02
How,O
old,old.a.01
is,O
How,O
old,old.a.01
was,O
when,O
died,die.v.01
How,O
did,O
die,die.v.01
There,O
are,O
apples,apple.n.01
in,O
basket,basket.n.01
likes,like.v.02
chocolate,chocolate.n.02
got,O
up,O
at,O
six,O
quarreled,quarrel.v.01
invented,invent.v.01
light~bulb,light_bulb.n.01
pulled,pull.v.15
out,O
pen,pen.n.01
am,O
convinced,convinced.a.01
right,O
name,name.n.01
is,O
n't,O
on,O
list,list.n.01
bought,buy.v.01
half~a~dozen,O
eggs,egg.n.02
was,O
good,good.a.01
at,O
playing,play.v.01
chess,chess.n.02
spilled,spill.v.01
coffee,coffee.n.01
on,O
tablecloth,tablecloth.n.01
mice,mouse.n.01
ate,eat.v.01
of,O
bread,bread.n.01
Somebody,person.n.01
farted,fart.v.01
in,O
elevator,elevator.n.01
never,O
tells,state.v.01
anything,entity.n.01
If,O
do,O
n't,O
hurry,hurry.v.01
'll,O
miss,miss.v.05
train,train.n.01
How,O
many,O
museums,museum.n.01
are,O
there,O
in,O
saw,see.v.01
something,entity.n.01
white,white.a.01
in,O
dark,dark.a.10
drank,drink.v.01
orange~juice,orange_juice.n.01
out~of,O
bottle,bottle.n.01
lives,live.v.01
near,O
beach,beach.n.01
but,O
ca,O
n't,O
swim,swim.v.01
did,O
n't,O
realize,recognize.v.02
had,O
sweater,sweater.n.01
on,O
inside~out,inside_out.r.01
's,O
dishonest,dishonest.a.01
had,O
jet~lag,jet_lag.n.01
is,O
dancing,dance.v.02
to,O
music,music.n.01
heard,hear.v.01
footprints,footprint.n.01
of,O
abominable,abominable.s.01
snowman,snowman.n.01
have,O
been,O
discovered,discover.v.01
in,O
shrieked,shriek.v.01
bill,bill.n.02
amounts,amount.v.02
to,O
five~thousand,O
yen,yen.n.02
ate,eat.v.01
green,green.a.01
apples,apple.n.01
is,O
partial,partial.a.03
to,O
sweets,sweet.n.01
does,O
n't,O
like,like.v.02
apples,apple.n.01
walked,walk.v.01
to,O
front~door,front_door.n.01
and,O
knocked,knock.v.02
will,O
was,O
declared,declare.v.02
void,nothingness.n.01
by,O
court,court.n.01
fly,fly.v.01
buzzes,buzz.v.01
has,O
n't,O
broken,broken.a.01
laws,law.n.02
likes,like.v.02
short,short.a.04
skirts,skirt.n.01
joined,join.v.01
political~party,political_party.n.01
bought,buy.v.01
Persian,iranian.a.01
rug,rug.n.01
If,O
are,O
hungry,hungry.a.01
can,O
eat,eat.v.01
bread,bread.n.01
city,city.n.01
of,O
is,O
famous,famous.a.01
drove,drive.v.02
car,car.n.01
to,O
carved,carve.v.01
name,name.n.01
on,O
tree,tree.n.01
with,O
knife,knife.n.01
love,love.v.01
hard-boiled,hard-bitten.s.01
eggs,egg.n.02
used,O
to,O
swim,swim.v.01
in,O
river,river.n.01
doorbell,doorbell.n.01
rang,ring.v.01
farm,farm.n.01
is,O
located,located.a.01
in,O
rural,rural.a.01
chopped,chop.v.01
tree,tree.n.01
down,O
's,O
last~name,last_name.n.01
blackbird,new_world_blackbird.n.01
whistles,whistle.n.01
're,O
confused,confuse.v.01
Do,O
know,know.v.01
anybody,person.n.01
in,O
Has,O
climate,climate.n.01
changed,change.v.01
kind~of,kind_of.r.01
liked,like.v.03
wall,wall.n.01
is,O
taller,tall.a.01
than,O
one,person.n.01
is,O
proficient,proficient.a.01
in,O
Reinventing~Comics,O
is,O
book,book.n.02
by,O
is,O
based,based.a.02
in,O
typhoon,typhoon.n.01
batters,buffet.v.01
dictionary,dictionary.n.01
is,O
death~penalty,death_penalty.n.01
should,O
be,O
abolished,abolish.v.01
am,O
from,O
cat,cat.n.01
was,O
playing,play.v.01
with,O
live,live.v.01
mouse,mouse.n.04
glanced,glance.v.01
at,O
watch,watch.n.01
's,O
six,O
years,year.n.01
older,old.a.01
than,O
nodded,nod.v.02
How,O
much,O
does,O
pill,pill.n.01
of,O
extasy,O
cost,cost.v.01
in,O
Where,location.n.01
is,O
Belgian,belgian.a.01
town,town.n.01
of,O
How,O
many,O
inhabitants,inhabitant.n.01
does,O
have,O
With,O
radioactive,radioactive.a.01
substance,substance.n.01
was,O
injected,inject.v.01
in,O
is,O
How,O
did,O
's,O
son,son.n.01
die,die.v.01
How,O
old,old.a.01
was,O
Elvis,O
when,O
died,die.v.01
took,take.v.02
off,O
gas~mask,O
kvetching,O
put,put.v.01
bunch,bunch.n.01
of,O
letters,letter.n.01
on,O
's,O
desk,desk.n.01
picked,pick.v.02
up,O
at,O
station,station.n.01
is,O
bustling,bustle.v.01
with,O
life,life.n.03
folded,fold.v.01
arms,arm.n.01
is,O
dyeing,dye.v.01
hair,hair.n.01
man,man.n.01
slumped,slump.v.02
to,O
floor,floor.n.01
folded,fold.v.01
letter,letter.n.01
's,O
smarter,smart.a.01
than,O
has,O
named,name.v.01
dog,dog.n.01
is,O
taller,tall.a.01
than,O
banged,bang.v.01
knee,knee.n.01
father,father.n.01
is,O
excellent,excellent.a.01
pianist,pianist.n.01
'll,O
return,return.v.01
at,O
fished,fish.v.01
in,O
's,O
maiden~name,maiden_name.n.01
put,put.v.01
bait,O
on,O
hook,hook.n.01
do,O
n't,O
trust,trust.v.01
politicians,politician.n.01
left,leave.v.01
home,home.n.01
at,O
seven,O
kind,entity.n.01
of,O
gift,gift.n.01
do,O
want,want.v.01
pretty,pretty.a.01
eyes,eye.n.01
have,O
can,O
run,run_over.v.01
fast,fast.a.02
still,O
in~love,in_love.a.01
with,O
wife,wife.n.01
diamond,diamond.n.01
shone,O
brightly,brilliantly.r.01
one,person.n.01
complained,complain.v.01
about,O
black,black.a.01
bird,bird.n.01
is,O
not,O
blackbird,new_world_blackbird.n.01
Someone,person.n.01
opened,open.v.01
window,window.n.01
grilled,grill.v.01
steak,steak.n.01
How,O
long,long.a.02
is,O
was,O
bullied,bully.v.02
by,O
classmates,schoolmate.n.01
folded,fold.v.01
letter,letter.n.01
and,O
put,put.v.01
into,O
envelope,envelope.n.01
'm,O
ordering,order.v.01
pizza,pizza.n.01
're,O
wearing,wear.v.01
sweater,sweater.n.01
inside~out,inside_out.r.01
is,O
donating,donate.v.01
blood,blood.n.01
stabbed,stab.v.01
in,O
back,back.n.01
is,O
going,go.v.01
to,O
pulled,pull.v.15
trigger,trigger.n.01
has,O
been,O
to,O
number,number.n.04
of,O
times,time.n.01
apologized,apologize.v.01
to,O
for,O
son,son.n.01
's,O
impolite,impolite.a.01
remarks,remark.n.01
is,O
months,month.n.02
pregnant,pregnant.a.01
coffee,coffee.n.01
is,O
nasty,nasty.a.01
girl,girl.n.01
was,O
sobbing,sob.v.01
in,O
corner,corner.n.04
of,O
schoolroom,classroom.n.01
dog,dog.n.01
sniffed,sniff.v.01
stick,stick.n.02
like,like.v.02
tie,tie.n.01
of,O
yours,O
There,O
are,O
oranges,orange.n.01
on,O
table,table.n.02
slipped,slip.v.11
on,O
banana~peel,banana_peel.n.01
grabbed,grab.v.05
rope,rope.n.01
was,O
lowered,lower.v.03
from,O
helicopter,helicopter.n.01
'm,O
always,O
tired,tired.a.01
'm,O
sort~of,sort_of.r.01
hungry,hungry.a.01
car,car.n.01
is,O
going,go.v.01
km,kilometer.n.01
hour,hour.n.01
goes,go.v.01
jogging,jog.v.03
morning,morning.n.01
hat,hat.n.01
cost,cost.v.01
around,O
fifty,O
dollars,dollar.n.01
mother,mother.n.01
boiled,boil.v.02
ten,O
eggs,egg.n.02
suspected,suspect.v.01
nothing,entity.n.01
'm,O
not,O
thirsty,thirsty.a.02
arrested,arrest.v.01
everyone,person.n.01
in,O
room,room.n.01
said,say.v.01
likes,like.v.02
swimming,swim.v.01
plastic,plastic.n.01
chair,chair.n.01
is,O
very,very.r.01
cheap,cheap.a.03
's,O
theirs,person.n.01
scowled,scowl.v.01
at,O
rude,rude.a.01
salesman,salesman.n.01
dyed,dye.v.01
white,white.a.01
skirt,skirt.n.01
red,red.a.01
warned,warn.v.01
but,O
ignored,ignore.v.04
warning,warning.n.01
is,O
swinging,singe.v.01
in,O
hammock,knoll.n.01
hung,hang.v.02
under,O
old,old.a.01
oak~tree,oak_tree.n.01
is,O
outgoing,outgoing.a.03
's,O
name,name.n.01
was,O
on,O
box,box.n.01
bolt,thunderbolt.n.01
fits,fit.v.02
nut,nut.n.01
flossed,floss.v.01
teeth,tooth.n.01
problem,problem.n.02
is,O
being,O
discussed,discourse.v.01
now,O
sister,sister.n.01
married,marry.v.01
doctor,doctor.n.01
brushed,brush.v.01
teeth,tooth.n.01
and,O
had,O
Canadian,country.n.02
citizenship,citizenship.n.01
old,old.a.01
man,man.n.01
captured,capture.v.03
big,big.a.01
fish,fish.n.01
did,O
away,O
with,O
slavery,slavery.n.02
read,read.v.01
letter,letter.n.01
again~and~again,O
is,O
volleyball~player,O
're,O
eating,eat.v.01
apples,apple.n.01
clock,clock.n.01
stopped,stop.v.02
needs,need.v.01
new,new.a.01
battery,battery.n.01
ca,O
n't,O
live,live.v.01
on,O
island,island.n.01
eat,eat.v.01
fruits,fruit.n.01
because,O
am,O
hungry,hungry.a.01
According,according.a.02
to,O
police,police.n.01
people,person.n.01
were,O
temporarily,temporarily.r.01
detained,confine.v.05
law,law.n.01
was,O
also,O
criticized,knock.v.06
be,O
trade~unions,O
was,O
one,person.n.01
of,O
Egyptian,country.n.02
gods,god.n.01
How,O
many,O
people,person.n.01
in,O
are,O
addicted,addicted.a.01
to,O
hard~drugs,O
's,O
cover,cover.v.02
did,O
sing,sing.v.01
was,O
is,O
little~brother,little_brother.n.01
asked,ask.v.01
for,O
money,money.n.01
owes,owe.v.03
dollars,dollar.n.01
operation,operation.n.03
is,O
accompanied,accompany.v.03
with,O
lot,O
of,O
pain,pain.n.01
works,work.v.02
for,O
bank,bank.n.02
supermarket,supermarket.n.01
hired,hire.v.01
many,O
part-timers,part-timer.n.01
